EKATTE_ID,SETTLEMENT_NAME,AREA(DECARS)
49312,"с. Рупите, общ. Петрич, обл. Благоевград",9257
63344,"с. Рупките, общ. Чирпан, обл. Стара Загора",31466
63358,"с. Рупци, общ. Видин, обл. Видин",8368
63361,"с. Рупци, общ. Червен бряг, обл. Плевен",20048
63375,"с. Рупча, общ. Руен, обл. Бургас",11975
63392,"с. Русалина, общ. Черноочене, обл. Кърджали",2317
63402,"с. Русалско, общ. Ардино, обл. Кърджали",7925
63416,"с. Русаля, общ. Велико Търново, обл. Велико Търново",20236
63447,"с. Русиновци, общ. Дряново, обл. Габрово",0
63450,"с. Руска Бела, общ. Мездра, обл. Враца",11765
63464,"с. Русковци, общ. Велико Търново, обл. Велико Търново",0
63478,"с. Русокастро, общ. Камено, обл. Бургас",47435
63481,"с. Рустан, общ. Мадан, обл. Смолян",0
63495,"с. Руховци, общ. Елена, обл. Велико Търново",9638
63505,"с. Ручей, общ. Крумовград, обл. Кърджали",5418
63519,"с. Ръжавец, общ. Брезник, обл. Перник",7632
63522,"с. Ръжана, общ. Ихтиман, обл. София",0
63542,"с. Ръждак, общ. Петрич, обл. Благоевград",0
63567,"с. Ръжево Конаре, общ. Калояново, обл. Пловдив",45418
63553,"с. Ръжево, общ. Калояново, обл. Пловдив",11319
63570,"с. Ръжена, общ. Казанлък, обл. Стара Загора",37828
63584,"с. Ръженово, общ. Маджарово, обл. Хасково",6647
63598,"с. Ръжица, общ. Руен, обл. Бургас",18493
63608,"с. Ръсово, общ. Кюстендил, обл. Кюстендил",9508
63611,"с. Рът, общ. Джебел, обл. Кърджали",3032
63639,"с. Рътлина, общ. Омуртаг, обл. Търговище",8114
63690,"с. Рязковци, общ. Габрово, обл. Габрово",0
63668,"с. Ряхово, общ. Сливо поле, обл. Русе",55009
63673,"с. Ряховците, общ. Севлиево, обл. Габрово",28880
65019,"с. Сава, общ. Дългопол, обл. Варна",16444
65022,"с. Савин, общ. Кубрат, обл. Разград",15144
65036,"с. Савино, общ. Тунджа, обл. Ямбол",20880
65047,"с. Савойски, общ. Кюстендил, обл. Кюстендил",18283
65067,"с. Садина, общ. Попово, обл. Търговище",61811
65070,"с. Садовец, общ. Долни Дъбник, обл. Плевен",61931
65084,"с. Садовик, общ. Брезник, обл. Перник",16016
65098,"с. Садовица, общ. Момчилград, обл. Кърджали",4710
65125,"с. Садово, общ. Аврен, обл. Варна",21159
65111,"с. Садово, общ. Сунгурларе, обл. Бургас",57211
65108,"с. Садово, общ. Хаджидимово, обл. Благоевград",11718
65142,"с. Сажденик, общ. Кюстендил, обл. Кюстендил",31241
65156,"с. Сакарци, общ. Тополовград, обл. Хасково",17105
65162,"с. Саласука, общ. Дряново, обл. Габрово",0
65173,"с. Салаш, общ. Белоградчик, обл. Видин",49803
65187,"с. Салманово, общ. Шумен, обл. Шумен",32303
65190,"с. Самовила, общ. Крумовград, обл. Кърджали",5952
65200,"с. Самоводене, общ. Велико Търново, обл. Велико Търново",42107
65214,"с. Самодива, общ. Кирково, обл. Кърджали",7040
65228,"с. Самокитка, общ. Кирково, обл. Кърджали",6423
65245,"с. Самораново, общ. Дупница, обл. Кюстендил",28574
65259,"с. Самотино, общ. Бяла, обл. Варна",18505
65262,"с. Самсиите, общ. Велико Търново, обл. Велико Търново",0
65276,"с. Самуил, общ. Самуил, обл. Разград",13731
65288,"с. Самуилова крепост, общ. Петрич, обл. Благоевград",0
00374,"с. Самуилово, общ. Добрич-селска, обл. Добрич",20981
65293,"с. Самуилово, общ. Петрич, обл. Благоевград",11979
65303,"с. Самуилово, общ. Сливен, обл. Сливен",17484
65317,"с. Самуилово, общ. Стара Загора, обл. Стара Загора",19416
65351,"с. Сан-Стефано, общ. Карнобат, обл. Бургас",21793
65320,"с. Санадиново, общ. Никопол, обл. Плевен",53962
65348,"с. Сандрово, общ. Русе, обл. Русе",27646
65379,"с. Сапарево, общ. Сапарева баня, обл. Кюстендил",54046
65396,"с. Сараево, общ. Мизия, обл. Враца",3835
65406,"с. Саранско, общ. Стралджа, обл. Ямбол",13146
65419,"с. Саранци, общ. Горна Малина, обл. София",8651
65437,"с. Сарая, общ. Пазарджик, обл. Пазарджик",12618
65440,"с. Сатовча, общ. Сатовча, обл. Благоевград",55373
65454,"с. Сбор, общ. Крумовград, обл. Кърджали",15481
65468,"с. Сбор, общ. Пазарджик, обл. Пазарджик",27767
65485,"с. Сборино, общ. Ивайловград, обл. Хасково",2860
65499,"с. Сборище, общ. Твърдица, обл. Сливен",50762
65509,"с. Сваленик, общ. Иваново, обл. Русе",42736
65512,"с. Сватбаре, общ. Кърджали, обл. Кърджали",1881
65526,"с. Свежен, общ. Брезово, обл. Пловдив",59985
65534,"с. Света Петка, общ. Велинград, обл. Пазарджик",55689
65543,"с. Свети Никола, общ. Каварна, обл. Добрич",19616
87816,"с. Свети Спас, общ. Долна баня, обл. София",0
35016,"с. Светлен, общ. Кирково, обл. Кърджали",5935
65557,"с. Светлен, общ. Попово, обл. Търговище",31051
65574,"с. Светлина, общ. Димитровград, обл. Хасково",9134
65560,"с. Светлина, общ. Средец, обл. Бургас",26717
65588,"с. Светлина, общ. Тополовград, обл. Хасково",30359
65591,"с. Светля, общ. Ковачевци, обл. Перник",9377
65601,"с. Световрачене, общ. Столична, обл. София (столица)",4958
65615,"с. Светослав, общ. Кайнарджа, обл. Силистра",18781
65629,"с. Светослав, общ. Стамболово, обл. Хасково",8150
65632,"с. Светославци, общ. Елена, обл. Велико Търново",0
65646,"с. Светулка, общ. Ардино, обл. Кърджали",7624
65650,"с. Свещари, общ. Исперих, обл. Разград",22459
65663,"с. Свидня, общ. Своге, обл. София",17048
65680,"с. Свинарски дол, общ. Габрово, обл. Габрово",0
65704,"с. Свирачи, общ. Ивайловград, обл. Хасково",18505
65721,"с. Свирково, общ. Симеоновград, обл. Хасково",30575
65735,"с. Свирци, общ. Трявна, обл. Габрово",0
65752,"с. Свирчово, общ. Антоново, обл. Търговище",15269
65824,"с. Свобода, общ. Добрич-селска, обл. Добрич",21785
65783,"с. Свобода, общ. Камено, обл. Бургас",0
65797,"с. Свобода, общ. Момчилград, обл. Кърджали",4848
65807,"с. Свобода, общ. Стрелча, обл. Пазарджик",25352
65810,"с. Свобода, общ. Чирпан, обл. Стара Загора",37874
65838,"с. Свободен, общ. Раднево, обл. Стара Загора",19079
65841,"с. Свободиново, общ. Черноочене, обл. Кърджали",4937
65855,"с. Свободица, общ. Антоново, обл. Търговище",1624
65872,"с. Своде, общ. Правец, обл. София",25479
65886,"с. Севар, общ. Кубрат, обл. Разград",33212
65890,"с. Севдалина, общ. Кърджали, обл. Кърджали",916
65906,"с. Северняк, общ. Крушари, обл. Добрич",10270
65913,"с. Северци, общ. Крушари, обл. Добрич",11553
65930,"с. Седелец, общ. Струмяни, обл. Благоевград",13059
65944,"с. Седефче, общ. Момчилград, обл. Кърджали",6602
65958,"с. Седларево, общ. Котел, обл. Сливен",16662
65961,"с. Седлари, общ. Момчилград, обл. Кърджали",2366
70771,"с. Седларци, общ. Ардино, обл. Кърджали",1837
65975,"с. Седловина, общ. Кърджали, обл. Кърджали",7019
65989,"с. Седянковци, общ. Габрово, обл. Габрово",0
65992,"с. Сейдол, общ. Лозница, обл. Разград",13406
66007,"с. Сейковци, общ. Габрово, обл. Габрово",0
66010,"с. Сеймените, общ. Велико Търново, обл. Велико Търново",0
66024,"с. Секирка, общ. Кирково, обл. Кърджали",2961
66038,"с. Секулово, общ. Дулово, обл. Силистра",28912
70723,"с. Селановци, общ. Оряхово, обл. Враца",110218
66041,"с. Селиминово, общ. Сливен, обл. Сливен",17973
66055,"с. Селище, общ. Благоевград, обл. Благоевград",13940
70799,"с. Селище, общ. Севлиево, обл. Габрово",0
66069,"с. Селище, общ. Смолян, обл. Смолян",3752
66072,"с. Селищен дол, общ. Перник, обл. Перник",11500
66086,"с. Селска поляна, общ. Маджарово, обл. Хасково",14681
66113,"с. Селце, общ. Каварна, обл. Добрич",15902
66103,"с. Селце, общ. Мъглиж, обл. Стара Загора",59730
66127,"с. Селци, общ. Садово, обл. Пловдив",11182
66130,"с. Селча, общ. Девин, обл. Смолян",23678
66144,"с. Селянин, общ. Ихтиман, обл. София",0
66158,"с. Семерджиево, общ. Русе, обл. Русе",28327
66161,"с. Семерджиите, общ. Габрово, обл. Габрово",0
66175,"с. Семерци, общ. Антоново, обл. Търговище",9082
66189,"с. Семковци, общ. Велико Търново, обл. Велико Търново",0
66202,"с. Семчиново, общ. Септември, обл. Пазарджик",27595
66216,"с. Сенник, общ. Севлиево, обл. Габрово",32093
66233,"с. Сеноклас, общ. Маджарово, обл. Хасково",29644
66250,"с. Сенокос, общ. Балчик, обл. Добрич",23945
66247,"с. Сенокос, общ. Симитли, обл. Благоевград",47084
70785,"с. Сенце, общ. Момчилград, обл. Кърджали",6077
16184,"с. Септемврийци, общ. Вълчедръм, обл. Монтана",46209
66278,"с. Септемврийци, общ. Димово, обл. Видин",16670
66281,"с. Септемврийци, общ. Каварна, обл. Добрич",29922
66295,"с. Сеслав, общ. Кубрат, обл. Разград",21398
66319,"с. Сестримо, общ. Белово, обл. Пазарджик",110767
66336,"с. Сестринско, общ. Кърджали, обл. Кърджали",1732
66344,"с. Сечен камък, общ. Трявна, обл. Габрово",0
66353,"с. Сечище, общ. Нови пазар, обл. Шумен",10941
66398,"с. Сив кладенец, общ. Ивайловград, обл. Хасково",8632
66370,"с. Сива река, общ. Свиленград, обл. Хасково",24798
66384,"с. Сивино, общ. Смолян, обл. Смолян",20429
66408,"с. Сигмен, общ. Карнобат, обл. Бургас",23952
66411,"с. Силен, общ. Стамболово, обл. Хасково",8773
66439,"с. Симеоновец, общ. Септември, обл. Пазарджик",18173
66456,"с. Симеоново, общ. Тунджа, обл. Ямбол",28583
66473,"с. Синаговци, общ. Видин, обл. Видин",23793
66487,"с. Синапово, общ. Тополовград, обл. Хасково",43947
66490,"с. Синдел, общ. Аврен, обл. Варна",11936
66500,"с. Синделци, общ. Момчилград, обл. Кърджали",11674
66528,"с. Синеморец, общ. Царево, обл. Бургас",27808
66531,"с. Сини вир, общ. Каолиново, обл. Шумен",36434
70737,"с. Сини връх, общ. Асеновград, обл. Пловдив",11597
80296,"с. Сини рид, общ. Руен, обл. Бургас",9036
66545,"с. Синигер, общ. Крумовград, обл. Кърджали",11057
66559,"с. Синитово, общ. Пазарджик, обл. Пазарджик",24286
66562,"с. Синчец, общ. Ардино, обл. Кърджали",8602
66576,"с. Синьо бърдо, общ. Роман, обл. Враца",21090
66585,"с. Синьо камене, общ. Средец, обл. Бургас",21161
66593,"с. Синя вода, общ. Лозница, обл. Разград",15660
66603,"с. Сипей, общ. Кърджали, обл. Кърджали",3144
70809,"с. Сипец, общ. Джебел, обл. Кърджали",2935
66617,"с. Сираково, общ. Борован, обл. Враца",9098
66620,"с. Сираково, общ. Генерал Тошево, обл. Добрич",21165
66634,"с. Сираково, общ. Минерални бани, обл. Хасково",15468
66648,"с. Сирищник, общ. Ковачевци, обл. Перник",20106
66679,"с. Ситово, общ. Болярово, обл. Ямбол",21858
66651,"с. Ситово, общ. Родопи, обл. Пловдив",35509
66665,"с. Ситово, общ. Ситово, обл. Силистра",33659
66696,"с. Скала, общ. Дулово, обл. Силистра",13241
66682,"с. Скала, общ. Сунгурларе, обл. Бургас",25566
66716,"с. Скалак, общ. Крумовград, обл. Кърджали",6240
66706,"с. Скалак, общ. Руен, обл. Бургас",24175
66723,"с. Скалина, общ. Джебел, обл. Кърджали",1211
66737,"с. Скалица, общ. Тунджа, обл. Ямбол",49326
66740,"с. Скалище, общ. Кърджали, обл. Кърджали",4291
66754,"с. Скална глава, общ. Кърджали, обл. Кърджали",3725
66768,"с. Скалско, общ. Дряново, обл. Габрово",8546
66771,"с. Скандалото, общ. Априлци, обл. Ловеч",10679
66785,"с. Склаве, общ. Сандански, обл. Благоевград",9034
66831,"с. Скобелево, общ. Димитровград, обл. Хасково",10345
66799,"с. Скобелево, общ. Ловеч, обл. Ловеч",12772
66826,"с. Скобелево, общ. Павел баня, обл. Стара Загора",50051
66809,"с. Скобелево, общ. Родопи, обл. Пловдив",44720
66812,"с. Скобелево, общ. Сливен, обл. Сливен",17672
66843,"с. Скомля, общ. Димово, обл. Видин",8903
66857,"с. Скорците, общ. Трявна, обл. Габрово",0
66860,"с. Скравена, общ. Ботевград, обл. София",35526
66874,"с. Скребатно, общ. Гърмен, обл. Благоевград",38147
66888,"с. Скрино, общ. Бобошево, обл. Кюстендил",15034
66891,"с. Скриняно, общ. Кюстендил, обл. Кюстендил",7265
66901,"с. Скрът, общ. Петрич, обл. Благоевград",12165
66915,"с. Скутаре, общ. Марица, обл. Пловдив",18239
66929,"с. Скърбино, общ. Кърджали, обл. Кърджали",0
66946,"с. Славеево, общ. Добрич-селска, обл. Добрич",21824
66932,"с. Славеево, общ. Ивайловград, обл. Хасково",10400
66977,"с. Славейково, общ. Дряново, обл. Габрово",11648
66980,"с. Славейково, общ. Елхово, обл. Ямбол",12999
66963,"с. Славейково, общ. Провадия, обл. Варна",38678
66957,"с. Славейно, общ. Смолян, обл. Смолян",23233
67012,"с. Славовица, общ. Долна Митрополия, обл. Плевен",41561
67009,"с. Славовица, общ. Септември, обл. Пазарджик",26984
67043,"с. Славотин, общ. Монтана, обл. Монтана",43318
67057,"с. Славщица, общ. Угърчин, обл. Ловеч",28761
67060,"с. Славяни, общ. Ловеч, обл. Ловеч",28890
67074,"с. Славянин, общ. Братя Даскалови, обл. Стара Загора",20253
67091,"с. Славяново, общ. Попово, обл. Търговище",26862
67101,"с. Славяново, общ. Харманли, обл. Хасково",40008
67115,"с. Славянци, общ. Сунгурларе, обл. Бургас",20948
67129,"с. Сладка вода, общ. Дългопол, обл. Варна",14521
67132,"с. Сладкодум, общ. Крумовград, обл. Кърджали",12690
67146,"с. Сладун, общ. Свиленград, обл. Хасково",35653
67154,"с. Сладък кладенец, общ. Стара Загора, обл. Стара Загора",26548
67163,"с. Слаковци, общ. Брезник, обл. Перник",14280
67177,"с. Сламино, общ. Тунджа, обл. Ямбол",20253
67180,"с. Слана бара, общ. Видин, обл. Видин",11739
67194,"с. Сланотрън, общ. Видин, обл. Видин",15991
67221,"с. Слатина, общ. Берковица, обл. Монтана",10458
67235,"с. Слатина, общ. Карлово, обл. Пловдив",48715
67218,"с. Слатина, общ. Ловеч, обл. Ловеч",36057
67249,"с. Слатина, общ. Ситово, обл. Силистра",18232
67252,"с. Слатино, общ. Бобошево, обл. Кюстендил",12273
67266,"с. Слатино, общ. Ковачевци, обл. Перник",9642
67270,"с. Слащен, общ. Сатовча, обл. Благоевград",20975
67283,"с. Сливак, общ. Хитрино, обл. Шумен",14424
67297,"с. Сливарка, общ. Крумовград, обл. Кърджали",3958
67307,"с. Сливарово, общ. Малко Търново, обл. Бургас",83490
67310,"с. Сливата, общ. Лом, обл. Монтана",17938
67324,"с. Сливек, общ. Ловеч, обл. Ловеч",8135
70812,"с. Сливенци, общ. Добрич-селска, обл. Добрич",10515
67341,"с. Сливито, общ. Мъглиж, обл. Стара Загора",25312
67355,"с. Сливка, общ. Баните, обл. Смолян",16131
67369,"с. Сливница, общ. Кресна, обл. Благоевград",20287
67386,"с. Сливовик, общ. Медковец, обл. Монтана",36285
67395,"с. Сливовица, общ. Златарица, обл. Велико Търново",22360
67400,"с. Сливовник, общ. Белоградчик, обл. Видин",6546
67430,"с. Сливово, общ. Смолян, обл. Смолян",0
67413,"с. Сливово, общ. Средец, обл. Бургас",30158
67427,"с. Сливово, общ. Трявна, обл. Габрово",0
67458,"с. Слишовци, общ. Трън, обл. Перник",8473
67461,"с. Слокощица, общ. Кюстендил, обл. Кюстендил",15043
67475,"с. Сломер, общ. Павликени, обл. Велико Търново",35123
67489,"с. Слънчево, общ. Аксаково, обл. Варна",26921
67492,"с. Слънчовец, общ. Антоново, обл. Търговище",0
67502,"с. Слънчоглед, общ. Джебел, обл. Кърджали",4901
67526,"с. Смилец, общ. Силистра, обл. Силистра",28005
67516,"с. Смилец, общ. Стрелча, обл. Пазарджик",34100
67533,"с. Смиловци, общ. Габрово, обл. Габрово",0
67547,"с. Смилян, общ. Смолян, обл. Смолян",29248
67550,"с. Смин, общ. Шабла, обл. Добрич",11907
67564,"с. Смирненски, общ. Брусарци, обл. Монтана",34412
67578,"с. Смирненски, общ. Ветово, обл. Русе",44876
67581,"с. Смирненци, общ. Харманли, обл. Хасково",14743
67595,"с. Смиров дол, общ. Земен, обл. Перник",8138
32603,"с. Смолево, общ. Якоруда, обл. Благоевград",17191
67619,"с. Смоличано, общ. Невестино, обл. Кюстендил",10500
72080,"с. Смолник, общ. Карнобат, обл. Бургас",21767
67622,"с. Смолница, общ. Добрич-селска, обл. Добрич",25855
67636,"с. Смолско, общ. Мирково, обл. София",41025
67641,"с. Смолча, общ. Годеч, обл. София",12108
67667,"с. Смоляновци, общ. Монтана, обл. Монтана",47631
67670,"с. Смочан, общ. Ловеч, обл. Ловеч",14451
67698,"с. Смочево, общ. Рила, обл. Кюстендил",23264
67725,"с. Снежа, общ. Руен, обл. Бургас",16769
67739,"с. Снежина, общ. Провадия, обл. Варна",13883
67742,"с. Снежинка, общ. Кърджали, обл. Кърджали",2221
67756,"с. Сноп, общ. Генерал Тошево, обл. Добрич",16440
67773,"с. Снягово, общ. Генерал Тошево, обл. Добрич",17676
67767,"с. Снягово, общ. Руен, обл. Бургас",21300
67787,"с. Совата, общ. Свищов, обл. Велико Търново",0
67790,"с. Соволяно, общ. Кюстендил, обл. Кюстендил",15067
67828,"с. Сокол, общ. Главиница, обл. Силистра",22325
67831,"с. Сокол, общ. Нова Загора, обл. Сливен",16350
67845,"с. Соколаре, общ. Бяла Слатина, обл. Враца",25396
67859,"с. Соколарци, общ. Котел, обл. Сливен",5225
67862,"с. Соколенци, общ. Ивайловград, обл. Хасково",7195
67876,"с. Соколец, общ. Руен, обл. Бургас",17342
67882,"с. Соколино, общ. Момчилград, обл. Кърджали",8446
67893,"с. Соколите, общ. Черноочене, обл. Кърджали",17947
67903,"с. Соколица, общ. Карлово, обл. Пловдив",13902
67917,"с. Соколник, общ. Добрич-селска, обл. Добрич",5885
67951,"с. Соколово, общ. Балчик, обл. Добрич",41174
67934,"с. Соколово, общ. Дряново, обл. Габрово",0
67920,"с. Соколово, общ. Карнобат, обл. Бургас",19451
67948,"с. Соколово, общ. Ловеч, обл. Ловеч",14164
67965,"с. Соколовци, общ. Смолян, обл. Смолян",13339
67979,"с. Соколско, общ. Кърджали, обл. Кърджали",0
67982,"с. Соколяне, общ. Кърджали, обл. Кърджали",4188
67996,"с. Солари, общ. Габрово, обл. Габрово",0
68000,"с. Солища, общ. Смолян, обл. Смолян",14670
68014,"с. Солище, общ. Кърджали, обл. Кърджали",1367
68028,"с. Солник, общ. Долни чифлик, обл. Варна",34518
68045,"с. Сомовит, общ. Гулянци, обл. Плевен",24689
68059,"с. Сопица, общ. Брезник, обл. Перник",10602
68062,"с. Сопово, общ. Бобошево, обл. Кюстендил",4172
68076,"с. Сопот, общ. Угърчин, обл. Ловеч",37264
68093,"с. Сопотот, общ. Рудозем, обл. Смолян",0
68117,"с. Сотиря, общ. Сливен, обл. Сливен",19435
68120,"с. Софийци, общ. Джебел, обл. Кърджали",8279
68148,"с. Софрониево, общ. Мизия, обл. Враца",56917
68165,"с. Спанци, общ. Габрово, обл. Габрово",0
68179,"с. Спанчевци, общ. Вършец, обл. Монтана",17335
68196,"с. Спасово, общ. Генерал Тошево, обл. Добрич",47487
68182,"с. Спасово, общ. Чирпан, обл. Стара Загора",35810
68210,"с. Спасовци, общ. Габрово, обл. Габрово",0
68223,"с. Спатово, общ. Сандански, обл. Благоевград",4106
68237,"с. Спахиево, общ. Минерални бани, обл. Хасково",19111
68240,"с. Сполука, общ. Ардино, обл. Кърджали",3400
68254,"с. Срацимир, общ. Силистра, обл. Силистра",21286
68268,"с. Срацимирово, общ. Грамада, обл. Видин",13165
68271,"с. Сребриново, общ. Панагюрище, обл. Пазарджик",0
68299,"с. Сребърна, общ. Силистра, обл. Силистра",39065
68309,"с. Средец, общ. Неделино, обл. Смолян",6068
68312,"с. Средец, общ. Опан, обл. Стара Загора",20467
68326,"с. Средина, общ. Генерал Тошево, обл. Добрич",16775
68336,"с. Срединка, общ. Кърджали, обл. Кърджали",295
68357,"с. Средище, общ. Кайнарджа, обл. Силистра",19183
68388,"с. Средковец, общ. Каолиново, обл. Шумен",10446
68401,"с. Средна махала, общ. Руен, обл. Бургас",8177
68415,"с. Среднево, общ. Черноочене, обл. Кърджали",2044
68429,"с. Средни колиби, общ. Елена, обл. Велико Търново",38521
68432,"с. Средни рът, общ. Роман, обл. Враца",15285
68463,"с. Средно градище, общ. Чирпан, обл. Стара Загора",28228
68480,"с. Средно село, общ. Ветрино, обл. Варна",7341
68494,"с. Средно село, общ. Златарица, обл. Велико Търново",36758
68446,"с. Средногорово, общ. Казанлък, обл. Стара Загора",68111
68451,"с. Средногорци, общ. Мадан, обл. Смолян",11772
68504,"с. Средня, общ. Шумен, обл. Шумен",17944
68518,"с. Средогрив, общ. Чупрене, обл. Видин",22153
68521,"с. Средок, общ. Смолян, обл. Смолян",0
68549,"с. Средорек, общ. Сливен, обл. Сливен",4897
68535,"с. Средорек, общ. Трекляно, обл. Кюстендил",11100
68552,"с. Средоселци, общ. Исперих, обл. Разград",6778
68566,"с. Средска, общ. Черноочене, обл. Кърджали",2920
68577,"с. Средско, общ. Кирково, обл. Кърджали",4895
68583,"с. Срем, общ. Тополовград, обл. Хасково",36305
68597,"с. Срънско, общ. Ардино, обл. Кърджали",5897
68607,"с. Ставерци, общ. Долна Митрополия, обл. Плевен",73613
68610,"с. Стаевци, общ. Шабла, обл. Добрич",13465
68624,"с. Стайновци, общ. Трявна, обл. Габрово",0
68638,"с. Стайчин дол, общ. Мадан, обл. Смолян",0
68641,"с. Стайчовци, общ. Трън, обл. Перник",16412
68655,"с. Стакевци, общ. Белоградчик, обл. Видин",71375
68669,"с. Сталево, общ. Димитровград, обл. Хасково",22391
68672,"с. Сталийска махала, общ. Лом, обл. Монтана",28457
68692,"с. Стамболийски, общ. Хасково, обл. Хасково",17009
04830,"с. Стамболово, общ. Ихтиман, обл. София",15170
68708,"с. Стамболово, общ. Павликени, обл. Велико Търново",16931
68713,"с. Стамболово, общ. Сливо поле, обл. Русе",13809
68727,"с. Стамболово, общ. Стамболово, обл. Хасково",22585
68744,"с. Стан, общ. Нови пазар, обл. Шумен",21438
68758,"с. Станево, общ. Лом, обл. Монтана",24282
68761,"с. Станец, общ. Омуртаг, обл. Търговище",9169
68775,"с. Станинци, общ. Годеч, обл. София",7971
68802,"с. Становец, общ. Хитрино, обл. Шумен",9865
68816,"с. Станча, общ. Дряново, обл. Габрово",0
68823,"с. Станчов хан, общ. Трявна, обл. Габрово",61394
68833,"с. Станьовци, общ. Брезник, обл. Перник",9720
68847,"с. Станянци, общ. Върбица, обл. Шумен",7330
69122,"с. Стар читак, общ. Ардино, обл. Кърджали",1505
39699,"с. Стара Кресна, общ. Кресна, обл. Благоевград",19169
68864,"с. Стара река, общ. Сливен, обл. Сливен",51518
68878,"с. Стара река, общ. Тунджа, обл. Ямбол",6938
68881,"с. Стара речка, общ. Антоново, обл. Търговище",5319
68895,"с. Старейшино, общ. Кирково, обл. Кърджали",5058
68936,"с. Стари чал, общ. Крумовград, обл. Кърджали",24428
68919,"с. Старилковци, общ. Габрово, обл. Габрово",0
68967,"с. Старо Железаре, общ. Хисаря, обл. Пловдив",34209
68998,"с. Старо Оряхово, общ. Долни чифлик, обл. Варна",39465
68984,"с. Старо място, общ. Кърджали, обл. Кърджали",3800
69047,"с. Старо селище, общ. Исперих, обл. Разград",18983
69050,"с. Старо село, общ. Мездра, обл. Враца",25293
69064,"с. Старо село, общ. Радомир, обл. Перник",15855
69081,"с. Старо село, общ. Сливен, обл. Сливен",17984
70500,"с. Старо село, общ. Троян, обл. Ловеч",27887
69078,"с. Старо село, общ. Тутракан, обл. Силистра",64662
68953,"с. Старово, общ. Кирково, обл. Кърджали",6225
68970,"с. Старозагорски бани, общ. Стара Загора, обл. Стара Загора",0
69002,"с. Старопатица, общ. Кула, обл. Видин",41529
69016,"с. Старосел, общ. Хисаря, обл. Пловдив",127069
69020,"с. Староселец, общ. Провадия, обл. Варна",5384
69095,"с. Староселци, общ. Искър, обл. Плевен",54235
69105,"с. Старцево, общ. Златоград, обл. Смолян",17477
69119,"с. Старчево, общ. Петрич, обл. Благоевград",12179
69136,"с. Старчище, общ. Антоново, обл. Търговище",7803
69146,"с. Стеврек, общ. Антоново, обл. Търговище",38057
69153,"с. Стежерово, общ. Левски, обл. Плевен",46195
69167,"с. Стенско, общ. Кюстендил, обл. Кюстендил",6698
69170,"с. Стефан Караджа, общ. Вълчи дол, обл. Варна",29642
69184,"с. Стефан Караджа, общ. Главиница, обл. Силистра",45963
69198,"с. Стефан Караджа, общ. Добрич-селска, обл. Добрич",10122
69208,"с. Стефан Караджово, общ. Болярово, обл. Ямбол",47234
17467,"с. Стефан Стамболово, общ. Полски Тръмбеш, обл. Велико Търново",22280
69211,"с. Стефаново, общ. Габрово, обл. Габрово",0
69242,"с. Стефаново, общ. Добрич-селска, обл. Добрич",19878
69225,"с. Стефаново, общ. Ловеч, обл. Ловеч",29457
69239,"с. Стефаново, общ. Радомир, обл. Перник",31394
69256,"с. Стикъл, общ. Смолян, обл. Смолян",0
69261,"с. Стоб, общ. Кочериново, обл. Кюстендил",20323
69273,"с. Стоево, общ. Асеновград, обл. Пловдив",4936
69287,"с. Стоевци, общ. Габрово, обл. Габрово",0
69290,"с. Стожа, общ. Сандански, обл. Благоевград",0
69300,"с. Стожер, общ. Добрич-селска, обл. Добрич",45863
69314,"с. Стоил войвода, общ. Нова Загора, обл. Сливен",34534
69328,"с. Стоилово, общ. Малко Търново, обл. Бургас",48656
69345,"с. Стойките, общ. Смолян, обл. Смолян",42803
69359,"с. Стойково, общ. Хасково, обл. Хасково",10713
70768,"с. Стойковци, общ. Габрово, обл. Габрово",0
69376,"с. Стойново, общ. Антоново, обл. Търговище",3623
69393,"с. Стойчевци, общ. Елена, обл. Велико Търново",0
69403,"с. Стойчовци, общ. Габрово, обл. Габрово",0
69417,"с. Стоките, общ. Севлиево, обл. Габрово",132951
69420,"с. Столетово, общ. Карлово, обл. Пловдив",9925
69434,"с. Столетово, общ. Опан, обл. Стара Загора",9869
69448,"с. Столник, общ. Елин Пелин, обл. София",18732
69451,"с. Столът, общ. Севлиево, обл. Габрово",34626
69465,"с. Стоманево, общ. Девин, обл. Смолян",15820
69479,"с. Стоманеците, общ. Габрово, обл. Габрово",0
69482,"с. Стоманци, общ. Кирково, обл. Кърджали",4963
69506,"с. Стоян Михайловски, общ. Нови пазар, обл. Шумен",23098
69496,"с. Стоян-Заимово, общ. Чирпан, обл. Стара Загора",18398
69518,"с. Стояново, общ. Ардино, обл. Кърджали",5974
69537,"с. Стояново, общ. Вършец, обл. Монтана",7145
69540,"с. Стояновци, общ. Елена, обл. Велико Търново",0
69554,"с. Стояновци, общ. Роман, обл. Враца",11120
69571,"с. Страдалово, общ. Невестино, обл. Кюстендил",28461
69585,"с. Стража, общ. Смолян, обл. Смолян",6309
69599,"с. Стража, общ. Търговище, обл. Търговище",21935
69609,"с. Стражата, общ. Трявна, обл. Габрово",0
69612,"с. Стражевци, общ. Кърджали, обл. Кърджали",10246
81743,"с. Стражец, общ. Крумовград, обл. Кърджали",26337
70860,"с. Стражец, общ. Разград, обл. Разград",0
69643,"с. Стражица, общ. Балчик, обл. Добрич",8633
69657,"с. Стражница, общ. Черноочене, обл. Кърджали",2155
69674,"с. Странджа, общ. Болярово, обл. Ямбол",51711
