MUNICIPALITY_CODE	PROVINCE_CODE	contains	EKATTE_ID	NAME_BG	TYPE_BG	NAME_EN	TYPE_EN
SZR12	SZR		"63570"	Ръжена	с.	Razhena	с.
HKV18	HKV		"63584"	Ръженово	с.	Razhenovo	с.
BGS18	BGS		"63598"	Ръжица	с.	Razhitsa	с.
KNL29	KNL		"63608"	Ръсово	с.	Rasovo	с.
KRZ08	KRZ		"63611"	Рът	с.	Rat	с.
TGV22	TGV		"63639"	Рътлина	с.	Ratlina	с.
RSE33	RSE		"63668"	Ряхово	с.	Ryahovo	с.
GAB29	GAB		"63673"	Ряховците	с.	Ryahovtsite	с.
PAZ08	PAZ		"63687"	Рохлева	с.	Rohleva	с.
VID06	VID		"63700"	Ракитница	с.	Rakitnitsa	с.
KRZ08	KRZ		"63714"	Рожденско	с.	Rozhdensko	с.
VAR16	VAR		"65019"	Сава	с.	Sava	с.
RAZ16	RAZ		"65022"	Савин	с.	Savin	с.
JAM25	JAM		"65036"	Савино	с.	Savino	с.
KNL29	KNL		"65047"	Савойски	с.	Savoyski	с.
TGV24	TGV		"65067"	Садина	с.	Sadina	с.
PVN11	PVN		"65070"	Садовец	с.	Sadovets	с.
PER08	PER		"65084"	Садовик	с.	Sadovik	с.
KRZ21	KRZ		"65098"	Садовица	с.	Sadovitsa	с.
BLG52	BLG		"65108"	Садово	с.	Sadovo	с.
BGS23	BGS		"65111"	Садово	с.	Sadovo	с.
VAR01	VAR		"65125"	Садово	с.	Sadovo	с.
PDV28	PDV		"65139"	Садово	гр.	Sadovo	гр.
KNL29	KNL		"65142"	Сажденик	с.	Sazhdenik	с.
HKV32	HKV		"65156"	Сакарци	с.	Sakartsi	с.
VID01	VID		"65173"	Салаш	с.	Salash	с.
SHU30	SHU		"65187"	Салманово	с.	Salmanovo	с.
KRZ15	KRZ		"65190"	Самовила	с.	Samovila	с.
VTR04	VTR		"65200"	Самоводене	с.	Samovodene	с.
KRZ14	KRZ		"65214"	Самодива	с.	Samodiva	с.
KRZ14	KRZ		"65228"	Самокитка	с.	Samokitka	с.
SFO39	SFO		"65231"	Самоков	гр.	Samokov	гр.
KNL48	KNL		"65245"	Самораново	с.	Samoranovo	с.
VAR05	VAR		"65259"	Самотино	с.	Samotino	с.
RAZ29	RAZ		"65276"	Самуил	с.	Samuil	с.
BLG33	BLG		"65293"	Самуилово	с.	Samuilovo	с.
SLV20	SLV		"65303"	Самуилово	с.	Samuilovo	с.
SZR31	SZR		"65317"	Самуилово	с.	Samuilovo	с.
PVN21	PVN		"65320"	Санадиново	с.	Sanadinovo	с.
BLG40	BLG		"65334"	Сандански	гр.	Sandanski	гр.
RSE27	RSE		"65348"	Сандрово	с.	Sandrovo	с.
BGS09	BGS		"65351"	Сан-Стефано	с.	San-Stefano	с.
KNL41	KNL	(1:59358)	"65365"	Сапарева баня	гр.	Sapareva banya	гр.
KNL41	KNL		"65379"	Сапарево	с.	Saparevo	с.
VRC28	VRC		"65396"	Сараево	с.	Saraevo	с.
JAM22	JAM		"65406"	Саранско	с.	Saransko	с.
SFO10	SFO		"65419"	Саранци	с.	Sarantsi	с.
PAZ19	PAZ		"65437"	Сарая	с.	Saraya	с.
BLG42	BLG		"65440"	Сатовча	с.	Satovcha	с.
KRZ15	KRZ		"65454"	Сбор	с.	Sbor	с.
PAZ19	PAZ		"65468"	Сбор	с.	Sbor	с.
VTR26	VTR		"65471"	Петко Каравелово	с.	Petko Karavelovo	с.
HKV11	HKV		"65485"	Сборино	с.	Sborino	с.
SLV24	SLV		"65499"	Сборище	с.	Sborishte	с.
RSE13	RSE		"65509"	Сваленик	с.	Svalenik	с.
KRZ16	KRZ		"65512"	Сватбаре	с.	Svatbare	с.
PDV07	PDV		"65526"	Свежен	с.	Svezhen	с.
PAZ08	PAZ	"(3:12334,24325,83421)"	"65534"	Света Петка	с.	Sveta Petka	с.
DOB17	DOB		"65543"	Свети Никола	с.	Sveti Nikola	с.
TGV24	TGV		"65557"	Светлен	с.	Svetlen	с.
BGS06	BGS		"65560"	Светлина	с.	Svetlina	с.
HKV09	HKV		"65574"	Светлина	с.	Svetlina	с.
HKV32	HKV		"65588"	Светлина	с.	Svetlina	с.
PER22	PER		"65591"	Светля	с.	Svetlya	с.
SOF46	SOF		"65601"	Световрачене	с.	Svetovrachene	с.
SLS15	SLS		"65615"	Светослав	с.	Svetoslav	с.
HKV30	HKV		"65629"	Светослав	с.	Svetoslav	с.
KRZ02	KRZ		"65646"	Светулка	с.	Svetulka	с.
RAZ14	RAZ		"65650"	Свещари	с.	Sveshtari	с.
SFO43	SFO		"65663"	Свидня	с.	Svidnya	с.
HKV28	HKV		"65677"	Свиленград	гр.	Svilengrad	гр.
HKV11	HKV		"65704"	Свирачи	с.	Svirachi	с.
HKV29	HKV		"65721"	Свирково	с.	Svirkovo	с.
TGV02	TGV		"65752"	Свирчово	с.	Svirchovo	с.
VTR28	VTR	(1:67787)	"65766"	Свищов	гр.	Svishtov	гр.
KRZ21	KRZ		"65797"	Свобода	с.	Svoboda	с.
PAZ32	PAZ		"65807"	Свобода	с.	Svoboda	с.
SZR36	SZR	(1:12042)	"65810"	Свобода	с.	Svoboda	с.
DOB15	DOB		"65824"	Свобода	с.	Svoboda	с.
SZR27	SZR		"65838"	Свободен	с.	Svoboden	с.
KRZ35	KRZ		"65841"	Свободиново	с.	Svobodinovo	с.
TGV02	TGV		"65855"	Свободица	с.	Svoboditsa	с.
SFO43	SFO		"65869"	Своге	гр.	Svoge	гр.
SFO34	SFO		"65872"	Своде	с.	Svode	с.
RAZ16	RAZ		"65886"	Севар	с.	Sevar	с.
KRZ16	KRZ		"65890"	Севдалина	с.	Sevdalina	с.
DOB20	DOB		"65906"	Северняк	с.	Severnyak	с.
DOB20	DOB		"65913"	Северци	с.	Severtsi	с.
GAB29	GAB		"65927"	Севлиево	гр.	Sevlievo	гр.
BLG49	BLG		"65930"	Седелец	с.	Sedelets	с.
KRZ21	KRZ		"65944"	Седефче	с.	Sedefche	с.
SLV11	SLV		"65958"	Седларево	с.	Sedlarevo	с.
KRZ21	KRZ		"65961"	Седлари	с.	Sedlari	с.
KRZ16	KRZ		"65975"	Седловина	с.	Sedlovina	с.
RAZ17	RAZ		"65992"	Сейдол	с.	Seydol	с.
KRZ14	KRZ		"66024"	Секирка	с.	Sekirka	с.
SLS10	SLS		"66038"	Секулово	с.	Sekulovo	с.
SLV20	SLV		"66041"	Селиминово	с.	Seliminovo	с.
BLG03	BLG		"66055"	Селище	с.	Selishte	с.
SML31	SML		"66069"	Селище	с.	Selishte	с.
PER32	PER		"66072"	Селищен дол	с.	Selishten dol	с.
HKV18	HKV		"66086"	Селска поляна	с.	Selska polyana	с.
SZR22	SZR		"66103"	Селце	с.	Seltse	с.
DOB17	DOB		"66113"	Селце	с.	Seltse	с.
PDV28	PDV		"66127"	Селци	с.	Seltsi	с.
SML09	SML		"66130"	Селча	с.	Selcha	с.
RSE27	RSE		"66158"	Семерджиево	с.	Semerdzhievo	с.
TGV02	TGV		"66175"	Семерци	с.	Semertsi	с.
PAZ29	PAZ		"66202"	Семчиново	с.	Semchinovo	с.
GAB29	GAB		"66216"	Сенник	с.	Sennik	с.
RSE05	RSE		"66229"	Сеново	гр.	Senovo	гр.
HKV18	HKV		"66233"	Сеноклас	с.	Senoklas	с.
BLG44	BLG		"66247"	Сенокос	с.	Senokos	с.
DOB03	DOB		"66250"	Сенокос	с.	Senokos	с.
PAZ29	PAZ		"66264"	Септември	гр.	Septemvri	гр.
VID16	VID		"66278"	Септемврийци	с.	Septemvriytsi	с.
DOB17	DOB		"66281"	Септемврийци	с.	Septemvriytsi	с.
RAZ16	RAZ		"66295"	Сеслав	с.	Seslav	с.
PAZ04	PAZ		"66319"	Сестримо	с.	Sestrimo	с.
BLG33	BLG		"66322"	Богородица	с.	Bogoroditsa	с.
KRZ16	KRZ		"66336"	Сестринско	с.	Sestrinsko	с.
SHU22	SHU		"66353"	Сечище	с.	Sechishte	с.
HKV28	HKV		"66370"	Сива река	с.	Siva reka	с.
SML31	SML	(1:70620)	"66384"	Сивино	с.	Sivino	с.
HKV11	HKV		"66398"	Сив кладенец	с.	Siv kladenets	с.
BGS09	BGS		"66408"	Сигмен	с.	Sigmen	с.
HKV30	HKV		"66411"	Силен	с.	Silen	с.
SLS31	SLS		"66425"	Силистра	гр.	Silistra	гр.
PAZ29	PAZ		"66439"	Симеоновец	с.	Simeonovets	с.
VID09	VID		"66442"	Цар Симеоново	с.	Tsar Simeonovo	с.
JAM25	JAM		"66456"	Симеоново	с.	Simeonovo	с.
BLG44	BLG		"66460"	Симитли	гр.	Simitli	гр.
VID09	VID		"66473"	Синаговци	с.	Sinagovtsi	с.
HKV32	HKV		"66487"	Синапово	с.	Sinapovo	с.
VAR01	VAR		"66490"	Синдел	с.	Sindel	с.
KRZ21	KRZ		"66500"	Синделци	с.	Sindeltsi	с.
BGS13	BGS		"66528"	Синеморец	с.	Sinemorets	с.
SHU18	SHU	(1:53521)	"66531"	Сини вир	с.	Sini vir	с.
KRZ15	KRZ		"66545"	Синигер	с.	Siniger	с.
PAZ19	PAZ		"66559"	Синитово	с.	Sinitovo	с.
KRZ02	KRZ		"66562"	Синчец	с.	Sinchets	с.
VRC32	VRC		"66576"	Синьо бърдо	с.	Sinyo bardo	с.
BGS06	BGS		"66585"	Синьо камене	с.	Sinyo kamene	с.
RAZ17	RAZ		"66593"	Синя вода	с.	Sinya voda	с.
KRZ16	KRZ		"66603"	Сипей	с.	Sipey	с.
VRC05	VRC		"66617"	Сираково	с.	Sirakovo	с.
DOB12	DOB		"66620"	Сираково	с.	Sirakovo	с.
HKV19	HKV		"66634"	Сираково	с.	Sirakovo	с.
PER22	PER		"66648"	Сирищник	с.	Sirishtnik	с.
PDV26	PDV		"66651"	Ситово	с.	Sitovo	с.
SLS32	SLS		"66665"	Ситово	с.	Sitovo	с.
JAM03	JAM		"66679"	Ситово	с.	Sitovo	с.
BGS23	BGS		"66682"	Скала	с.	Skala	с.
SLS10	SLS		"66696"	Скала	с.	Skala	с.
BGS18	BGS		"66706"	Скалак	с.	Skalak	с.
KRZ15	KRZ		"66716"	Скалак	с.	Skalak	с.
KRZ08	KRZ		"66723"	Скалина	с.	Skalina	с.
JAM25	JAM		"66737"	Скалица	с.	Skalitsa	с.
KRZ16	KRZ		"66740"	Скалище	с.	Skalishte	с.
KRZ16	KRZ		"66754"	Скална глава	с.	Skalna glava	с.
GAB12	GAB		"66768"	Скалско	с.	Skalsko	с.
LOV02	LOV		"66771"	Скандалото	с.	Skandaloto	с.
BLG40	BLG		"66785"	Склаве	с.	Sklave	с.
LOV18	LOV		"66799"	Скобелево	с.	Skobelevo	с.
PDV26	PDV		"66809"	Скобелево	с.	Skobelevo	с.
SLV20	SLV		"66812"	Скобелево	с.	Skobelevo	с.
SZR24	SZR		"66826"	Скобелево	с.	Skobelevo	с.
HKV09	HKV		"66831"	Скобелево	с.	Skobelevo	с.
VID16	VID		"66843"	Скомля	с.	Skomlya	с.
SFO07	SFO		"66860"	Скравена	с.	Skravena	с.
BLG13	BLG		"66874"	Скребатно	с.	Skrebatno	с.
KNL05	KNL		"66888"	Скрино	с.	Skrino	с.
KNL29	KNL		"66891"	Скриняно	с.	Skrinyano	с.
BLG33	BLG		"66901"	Скрът	с.	Skrat	с.
PDV17	PDV		"66915"	Скутаре	с.	Skutare	с.
HKV11	HKV		"66932"	Славеево	с.	Slaveevo	с.
DOB15	DOB		"66946"	Славеево	с.	Slaveevo	с.
SML31	SML		"66957"	Славейно	с.	Slaveyno	с.
VAR24	VAR		"66963"	Славейково	с.	Slaveykovo	с.
GAB12	GAB		"66977"	Славейково	с.	Slaveykovo	с.
JAM07	JAM		"66980"	Славейково	с.	Slaveykovo	с.
PAZ29	PAZ		"67009"	Славовица	с.	Slavovitsa	с.
PVN10	PVN		"67012"	Славовица	с.	Slavovitsa	с.
MON29	MON		"67043"	Славотин	с.	Slavotin	с.
LOV36	LOV		"67057"	Славщица	с.	Slavshtitsa	с.
LOV18	LOV		"67060"	Славяни	с.	Slavyani	с.
SZR04	SZR		"67074"	Славянин	с.	Slavyanin	с.
PVN24	PVN		"67088"	Славяново	гр.	Slavyanovo	гр.
TGV24	TGV		"67091"	Славяново	с.	Slavyanovo	с.
HKV33	HKV		"67101"	Славяново	с.	Slavyanovo	с.
BGS23	BGS		"67115"	Славянци	с.	Slavyantsi	с.
VAR16	VAR		"67129"	Сладка вода	с.	Sladka voda	с.
KRZ15	KRZ		"67132"	Сладкодум	с.	Sladkodum	с.
HKV28	HKV		"67146"	Сладун	с.	Sladun	с.
SZR31	SZR		"67154"	Сладък кладенец	с.	Sladak kladenets	с.
PER08	PER		"67163"	Слаковци	с.	Slakovtsi	с.
JAM25	JAM		"67177"	Сламино	с.	Slamino	с.
VID09	VID		"67180"	Слана бара	с.	Slana bara	с.
VID09	VID		"67194"	Сланотрън	с.	Slanotran	с.
LOV18	LOV		"67218"	Слатина	с.	Slatina	с.
MON02	MON		"67221"	Слатина	с.	Slatina	с.
PDV13	PDV		"67235"	Слатина	с.	Slatina	с.
SLS32	SLS		"67249"	Слатина	с.	Slatina	с.
KNL05	KNL		"67252"	Слатино	с.	Slatino	с.
PER22	PER		"67266"	Слатино	с.	Slatino	с.
BLG42	BLG		"67270"	Слащен	с.	Slashten	с.
SHU11	SHU		"67283"	Сливак	с.	Slivak	с.
KRZ15	KRZ		"67297"	Сливарка	с.	Slivarka	с.
BGS12	BGS		"67307"	Сливарово	с.	Slivarovo	с.
MON24	MON		"67310"	Сливата	с.	Slivata	с.
LOV18	LOV		"67324"	Сливек	с.	Slivek	с.
SLV20	SLV		"67338"	Сливен	гр.	Sliven	гр.
SZR22	SZR		"67341"	Сливито	с.	Slivito	с.
SML02	SML		"67355"	Сливка	с.	Slivka	с.
BGS23	BGS		"70247"	Сунгурларе	гр.	Sungurlare	гр.
SFO45	SFO		"67372"	Сливница	гр.	Slivnitsa	гр.
MON26	MON		"67386"	Сливовик	с.	Slivovik	с.
VTR14	VTR	(1:81339)	"67395"	Сливовица	с.	Slivovitsa	с.
VID01	VID		"67400"	Сливовник	с.	Slivovnik	с.
BGS06	BGS		"67413"	Сливово	с.	Slivovo	с.
RSE33	RSE		"67444"	Сливо поле	гр.	Slivo pole	гр.
PER51	PER		"67458"	Слишовци	с.	Slishovtsi	с.
KNL29	KNL		"67461"	Слокощица	с.	Slokoshtitsa	с.
VTR22	VTR		"67475"	Сломер	с.	Slomer	с.
VAR02	VAR		"67489"	Слънчево	с.	Slanchevo	с.
KRZ08	KRZ		"67502"	Слънчоглед	с.	Slanchogled	с.
PAZ32	PAZ		"67516"	Смилец	с.	Smilets	с.
SLS31	SLS		"67526"	Смилец	с.	Smilets	с.
SML31	SML	(1:02076)	"67547"	Смилян	с.	Smilyan	с.
DOB29	DOB		"67550"	Смин	с.	Smin	с.
MON07	MON		"67564"	Смирненски	с.	Smirnenski	с.
RSE05	RSE		"67578"	Смирненски	с.	Smirnenski	с.
HKV33	HKV		"67581"	Смирненци	с.	Smirnentsi	с.
PER19	PER		"67595"	Смиров дол	с.	Smirov dol	с.
KNL31	KNL		"67619"	Смоличано	с.	Smolichano	с.
DOB15	DOB		"67622"	Смолница	с.	Smolnitsa	с.
SFO56	SFO		"67636"	Смолско	с.	Smolsko	с.
SFO09	SFO		"67641"	Смолча	с.	Smolcha	с.
SML31	SML	"(5:11572,14129,24089,56455,77205)"	"67653"	Смолян	гр.	Smolyan	гр.
MON29	MON		"67667"	Смоляновци	с.	Smolyanovtsi	с.
LOV18	LOV		"67670"	Смочан	с.	Smochan	с.
KNL38	KNL		"67698"	Смочево	с.	Smochevo	с.
SHU25	SHU		"67708"	Смядово	гр.	Smyadovo	гр.
BGS18	BGS		"67725"	Снежа	с.	Snezha	с.
VAR24	VAR		"67739"	Снежина	с.	Snezhina	с.
KRZ16	KRZ		"67742"	Снежинка	с.	Snezhinka	с.
DOB12	DOB		"67756"	Сноп	с.	Snop	с.
BGS18	BGS		"67767"	Снягово	с.	Snyagovo	с.
DOB12	DOB		"67773"	Снягово	с.	Snyagovo	с.
KNL29	KNL		"67790"	Соволяно	с.	Sovolyano	с.
BGS21	BGS		"67800"	Созопол	гр.	Sozopol	гр.
SLS07	SLS		"67828"	Сокол	с.	Sokol	с.
SLV16	SLV		"67831"	Сокол	с.	Sokol	с.
VRC08	VRC		"67845"	Соколаре	с.	Sokolare	с.
SLV11	SLV		"67859"	Соколарци	с.	Sokolartsi	с.
HKV11	HKV		"67862"	Соколенци	с.	Sokolentsi	с.
BGS18	BGS		"67876"	Соколец	с.	Sokolets	с.
KRZ21	KRZ		"67882"	Соколино	с.	Sokolino	с.
KRZ35	KRZ		"67893"	Соколите	с.	Sokolite	с.
PDV13	PDV		"67903"	Соколица	с.	Sokolitsa	с.
DOB15	DOB		"67917"	Соколник	с.	Sokolnik	с.
BGS09	BGS		"67920"	Соколово	с.	Sokolovo	с.
LOV18	LOV		"67948"	Соколово	с.	Sokolovo	с.
DOB03	DOB		"67951"	Соколово	с.	Sokolovo	с.
SML31	SML		"67965"	Соколовци	с.	Sokolovtsi	с.
KRZ16	KRZ		"67982"	Соколяне	с.	Sokolyane	с.
SML31	SML	(1:69256)	"68000"	Солища	с.	Solishta	с.
KRZ16	KRZ	(1:66929)	"68014"	Солище	с.	Solishte	с.
VAR13	VAR		"68028"	Солник	с.	Solnik	с.
PVN08	PVN		"68045"	Сомовит	с.	Somovit	с.
PER08	PER		"68059"	Сопица	с.	Sopitsa	с.
KNL05	KNL		"68062"	Сопово	с.	Sopovo	с.
LOV36	LOV		"68076"	Сопот	с.	Sopot	с.
PDV43	PDV		"68080"	Сопот	гр.	Sopot	гр.
DOB15	DOB		"68103"	Полковник Иваново	с.	Polkovnik Ivanovo	с.
SLV20	SLV		"68117"	Сотиря	с.	Sotirya	с.
KRZ08	KRZ		"68120"	Софийци	с.	Sofiytsi	с.
SOF46	SOF		"68134"	София	гр.	Sofia	гр.
VRC28	VRC		"68148"	Софрониево	с.	Sofronievo	с.
KRZ08	KRZ		"68151"	Модрен	с.	Modren	с.
MON12	MON		"68179"	Спанчевци	с.	Spanchevtsi	с.
SZR36	SZR		"68182"	Спасово	с.	Spasovo	с.
DOB12	DOB		"68196"	Спасово	с.	Spasovo	с.
BLG40	BLG		"68223"	Спатово	с.	Spatovo	с.
HKV19	HKV		"68237"	Спахиево	с.	Spahievo	с.
KRZ02	KRZ		"68240"	Сполука	с.	Spoluka	с.
SLS31	SLS		"68254"	Срацимир	с.	Sratsimir	с.
VID15	VID		"68268"	Срацимирово	с.	Sratsimirovo	с.
SLS31	SLS		"68299"	Сребърна	с.	Srebarna	с.
SML18	SML		"68309"	Средец	с.	Sredets	с.
SZR23	SZR		"68312"	Средец	с.	Sredets	с.
DOB12	DOB		"68326"	Средина	с.	Sredina	с.
KRZ16	KRZ		"68336"	Срединка	с.	Sredinka	с.
SLS15	SLS		"68357"	Средище	с.	Sredishte	с.
SHU18	SHU		"68388"	Средковец	с.	Sredkovets	с.
BGS18	BGS		"68401"	Средна махала	с.	Sredna mahala	с.
KRZ35	KRZ		"68415"	Среднево	с.	Srednevo	с.
VTR13	VTR	"(4:02169,03945,62325,77178)"	"68429"	Средни колиби	с.	Sredni kolibi	с.
VRC32	VRC		"68432"	Средни рът	с.	Sredni rat	с.
SZR12	SZR		"68446"	Средногорово	с.	Srednogorovo	с.
SML16	SML	"(2:00669,63481)"	"68451"	Средногорци	с.	Srednogortsi	с.
SZR36	SZR		"68463"	Средно градище	с.	Sredno gradishte	с.
VAR08	VAR		"68480"	Средно село	с.	Sredno selo	с.
VTR14	VTR	"(3:24548,53165,81428)"	"68494"	Средно село	с.	Sredno selo	с.
SHU30	SHU		"68504"	Средня	с.	Srednya	с.
VID37	VID		"68518"	Средогрив	с.	Sredogriv	с.
KNL50	KNL		"68535"	Средорек	с.	Sredorek	с.
SLV20	SLV		"68549"	Средорек	с.	Sredorek	с.
RAZ14	RAZ		"68552"	Средоселци	с.	Sredoseltsi	с.
KRZ35	KRZ		"68566"	Средска	с.	Sredska	с.
KRZ14	KRZ		"68577"	Средско	с.	Sredsko	с.
HKV32	HKV		"68583"	Срем	с.	Srem	с.
KRZ02	KRZ		"68597"	Срънско	с.	Sransko	с.
PVN10	PVN		"68607"	Ставерци	с.	Stavertsi	с.
DOB29	DOB		"68610"	Стаевци	с.	Staevtsi	с.
PER51	PER		"68641"	Стайчовци	с.	Staychovtsi	с.
VID01	VID		"68655"	Стакевци	с.	Stakevtsi	с.
HKV09	HKV		"68669"	Сталево	с.	Stalevo	с.
MON24	MON		"68672"	Сталийска махала	с.	Staliyska mahala	с.
HKV34	HKV		"68692"	Стамболийски	с.	Stamboliyski	с.
VTR22	VTR		"68708"	Стамболово	с.	Stambolovo	с.
RSE33	RSE		"68713"	Стамболово	с.	Stambolovo	с.
HKV30	HKV	(1:15093)	"68727"	Стамболово	с.	Stambolovo	с.
SZR31	SZR		"68730"	Хан Аспарухово	с.	Han Asparuhovo	с.
SHU22	SHU		"68744"	Стан	с.	Stan	с.
MON24	MON		"68758"	Станево	с.	Stanevo	с.
TGV22	TGV		"68761"	Станец	с.	Stanets	с.
SFO09	SFO		"68775"	Станинци	с.	Stanintsi	с.
KNL48	KNL		"68789"	Дупница	гр.	Dupnitsa	гр.
BLG03	BLG		"68792"	Логодаж	с.	Logodazh	с.
SHU11	SHU		"68802"	Становец	с.	Stanovets	с.
GAB35	GAB	"(11:02943,10570,11541,16506,40364,46869,49271,51469,61546,62120,65735)"	"68823"	Станчов хан	с.	Stanchov han	с.
PER08	PER		"68833"	Станьовци	с.	Stanyovtsi	с.
SHU10	SHU		"68847"	Станянци	с.	Stanyantsi	с.
SZR31	SZR		"68850"	Стара Загора	гр.	Stara Zagora	гр.
SLV20	SLV		"68864"	Стара река	с.	Stara reka	с.
JAM25	JAM		"68878"	Стара река	с.	Stara reka	с.
TGV02	TGV		"68881"	Стара речка	с.	Stara rechka	с.
KRZ14	KRZ		"68895"	Старейшино	с.	Stareyshino	с.
KRZ15	KRZ		"68936"	Стари чал	с.	Stari chal	с.
KRZ14	KRZ		"68953"	Старово	с.	Starovo	с.
PDV37	PDV		"68967"	Старо Железаре	с.	Staro Zhelezare	с.
SZR31	SZR		"68970"	Старозагорски бани	с.	Starozagorski bani	с.
KRZ16	KRZ		"68984"	Старо място	с.	Staro myasto	с.
VAR13	VAR	(1:20701)	"68998"	Старо Оряхово	с.	Staro Oryahovo	с.
VID22	VID		"69002"	Старопатица	с.	Staropatitsa	с.
PDV37	PDV		"69016"	Старосел	с.	Starosel	с.
VAR24	VAR		"69020"	Староселец	с.	Staroselets	с.
RAZ14	RAZ		"69047"	Старо селище	с.	Staro selishte	с.
VRC27	VRC		"69050"	Старо село	с.	Staro selo	с.
PER36	PER		"69064"	Старо село	с.	Staro selo	с.
SLS34	SLS		"69078"	Старо село	с.	Staro selo	с.
SLV20	SLV		"69081"	Старо село	с.	Staro selo	с.
PVN23	PVN		"69095"	Староселци	с.	Staroseltsi	с.
SML11	SML	(1:59344)	"69105"	Старцево	с.	Startsevo	с.
BLG33	BLG		"69119"	Старчево	с.	Starchevo	с.
KRZ02	KRZ		"69122"	Стар читак	с.	Star chitak	с.
TGV02	TGV		"69136"	Старчище	с.	Starchishte	с.
TGV02	TGV	(1:80279)	"69146"	Стеврек	с.	Stevrek	с.
PVN16	PVN		"69153"	Стежерово	с.	Stezherovo	с.
KNL29	KNL		"69167"	Стенско	с.	Stensko	с.
VAR09	VAR		"69170"	Стефан Караджа	с.	Stefan Karadzha	с.
SLS07	SLS		"69184"	Стефан Караджа	с.	Stefan Karadzha	с.
DOB15	DOB		"69198"	Стефан Караджа	с.	Stefan Karadzha	с.
JAM03	JAM		"69208"	Стефан Караджово	с.	Stefan Karadzhovo	с.
LOV18	LOV		"69225"	Стефаново	с.	Stefanovo	с.
PER36	PER		"69239"	Стефаново	с.	Stefanovo	с.
DOB15	DOB		"69242"	Стефаново	с.	Stefanovo	с.
KNL27	KNL		"69261"	Стоб	с.	Stob	с.
PDV01	PDV		"69273"	Стоево	с.	Stoevo	с.
DOB15	DOB		"69300"	Стожер	с.	Stozher	с.
SLV16	SLV		"69314"	Стоил войвода	с.	Stoil voyvoda	с.
BGS12	BGS		"69328"	Стоилово	с.	Stoilovo	с.
SML31	SML	(1:17837)	"69345"	Стойките	с.	Stoykite	с.
HKV34	HKV		"69359"	Стойково	с.	Stoykovo	с.
TGV02	TGV		"69376"	Стойново	с.	Stoynovo	с.
GAB29	GAB	"(6:13069,40659,57755,70799,73434,75037)"	"69417"	Стоките	с.	Stokite	с.
PDV13	PDV		"69420"	Столетово	с.	Stoletovo	с.
SZR23	SZR		"69434"	Столетово	с.	Stoletovo	с.
SFO17	SFO		"69448"	Столник	с.	Stolnik	с.
GAB29	GAB	(1:04474)	"69451"	Столът	с.	Stolat	с.
SML09	SML		"69465"	Стоманево	с.	Stomanevo	с.
KRZ14	KRZ		"69482"	Стоманци	с.	Stomantsi	с.
SZR36	SZR		"69496"	Стоян-Заимово	с.	Stoyan-Zaimovo	с.
SHU22	SHU		"69506"	Стоян Михайловски	с.	Stoyan Mihaylovski	с.
KRZ02	KRZ		"69518"	Стояново	с.	Stoyanovo	с.
LOV18	LOV		"69523"	Радювене	с.	Radyuvene	с.
MON12	MON		"69537"	Стояново	с.	Stoyanovo	с.
VRC32	VRC		"69554"	Стояновци	с.	Stoyanovtsi	с.
KNL31	KNL		"69571"	Страдалово	с.	Stradalovo	с.
SML31	SML		"69585"	Стража	с.	Strazha	с.
TGV35	TGV		"69599"	Стража	с.	Strazha	с.
KRZ16	KRZ		"69612"	Стражевци	с.	Strazhevtsi	с.
VTR31	VTR		"69633"	Стражица	гр.	Strazhitsa	гр.
DOB03	DOB		"69643"	Стражица	с.	Strazhitsa	с.
KRZ35	KRZ		"69657"	Стражница	с.	Strazhnitsa	с.
JAM22	JAM		"69660"	Стралджа	гр.	Straldzha	гр.
JAM03	JAM		"69674"	Странджа	с.	Strandzha	с.
KRZ15	KRZ		"69688"	Странджево	с.	Strandzhevo	с.
HKV09	HKV		"69691"	Странско	с.	Stransko	с.
VAR09	VAR		"69701"	Страхил	с.	Strahil	с.
KRZ16	KRZ		"69715"	Страхил войвода	с.	Strahil voyvoda	с.
SHU07	SHU		"69729"	Страхилица	с.	Strahilitsa	с.
VTR26	VTR		"69732"	Страхилово	с.	Strahilovo	с.
BGS17	BGS		"69746"	Страцин	с.	Stratsin	с.
SML11	SML		"69759"	Страшимир	с.	Strashimir	с.
VAR04	VAR		"69763"	Страшимирово	с.	Strashimirovo	с.
PER51	PER		"69777"	Стрезимировци	с.	Strezimirovtsi	с.
VTR06	VTR		"69780"	Стрелец	с.	Strelets	с.
SZR31	SZR		"69794"	Стрелец	с.	Strelets	с.
SLS15	SLS		"69804"	Стрелково	с.	Strelkovo	с.
PDV07	PDV		"69818"	Стрелци	с.	Streltsi	с.
SLV11	SLV		"69821"	Стрелци	с.	Streltsi	с.
PAZ32	PAZ		"69835"	Стрелча	гр.	Strelcha	гр.
KRZ16	KRZ		"69849"	Стремово	с.	Stremovo	с.
KRZ16	KRZ		"69852"	Стремци	с.	Stremtsi	с.
KRZ14	KRZ		"69866"	Стрижба	с.	Strizhba	с.
PDV17	PDV		"69874"	Строево	с.	Stroevo	с.
JAM07	JAM		"69883"	Стройно	с.	Stroyno	с.
VID01	VID		"69910"	Струиндол	с.	Struindol	с.
SHU30	SHU		"69924"	Струино	с.	Struino	с.
BLG40	BLG		"69938"	Струма	с.	Struma	с.
BLG33	BLG		"69941"	Струмешница	с.	Strumeshnitsa	с.
