ekatte,shared_grounds_parent,shared_grounds_children,t_v_m,name,oblast,obstina,kmetstvo,kind,category,altitude,document,tsb,abc,area
47915,,,с.,Методиево,SHU,SHU10,SHU10-10,3,7,5,1928,NE,3046,23916
47929,,,с.,Метохия,KNL,KNL50,KNL50-00,3,8,8,1928,SW,3047,13033
47963,,,с.,Мечка,PVN,PVN24,PVN24-14,3,6,3,1928,NW,3048,30969
47977,,,с.,Мечка,RSE,RSE13,RSE13-04,3,6,2,1928,N,3049,27473
47980,,,с.,Мечкарево,SLV,SLV20,SLV20-27,3,6,3,1928,SE,3050,11268
47994,14218,,с.,Мечковица,GAB,GAB05,GAB05-00,3,8,6,1928,N,3051,0
48009,06851,,с.,Мечковци,SFO,SFO20,SFO20-00,3,8,7,1928,SW,3052,0
48012,,,с.,Мечкул,BLG,BLG44,BLG44-00,3,8,7,1928,SW,3053,12508
48026,,,с.,Мечово,TGV,TGV02,TGV02-00,3,8,3,1928,NE,3054,2142
48037,,,с.,Мещица,PER,PER32,PER32-13,3,6,7,1928,SW,3055,20130
48043,,,гр.,Мизия,VRC,VRC28,VRC28-00,1,4,2,1928,NW,3056,64373
48057,,11274 16626 32305 62133 72847 ,с.,Мийковци,VTR,VTR13,VTR13-00,3,8,6,1928,N,3057,43401
48060,,,с.,Микре,LOV,LOV36,LOV36-09,3,7,5,1928,NW,3058,59684
48074,,,с.,Миладиново,KRZ,KRZ16,KRZ16-19,3,6,5,1928,S,3060,9281
48088,,,с.,Миладиновци,DOB,DOB15,DOB15-00,3,7,4,1928,NE,3061,25466
48091,,,с.,Миладиновци,TGV,TGV35,TGV35-53,3,7,5,1928,NE,3062,14977
48101,,,с.,Миладиновци,JAM,JAM25,JAM25-48,3,7,3,1928,SE,3063,37731
48129,,,с.,Миланово,SFO,SFO43,SFO43-23,3,6,6,1928,SW,3064,45250
48132,,,с.,Миланово,SHU,SHU23,SHU23-05,3,6,3,1928,NE,3065,5379
48146,40662,,с.,Миле,SML,SML16,SML16-00,3,8,8,1928,S,3066,0
48152,,,с.,Милево,PDV,PDV28,PDV28-07,3,6,3,1928,S,3067,18213
48163,,,с.,Елхово,SZR,SZR38,SZR38-02,3,7,5,1928,SE,1817,47388
48177,58284,,с.,Милевци,GAB,GAB35,GAB35-00,3,8,6,1928,N,3068,0
48194,,,с.,Милино,TGV,TGV02,TGV02-00,3,8,6,1928,NE,3070,5792
48204,,,с.,Милковица,PVN,PVN08,PVN08-09,3,5,3,1928,NW,3071,46559
48218,39181,,с.,Милково,SML,SML31,SML31-00,3,8,8,1928,S,3072,0
48235,30973,,с.,Милковци,GAB,GAB05,GAB05-00,3,8,5,1928,N,3073,0
48249,,,с.,Милкьовци,PER,PER51,PER51-00,3,8,7,1928,SW,3074,11190
48252,,,с.,Милославци,PER,PER51,PER51-00,3,8,7,1928,SW,3075,10171
48266,,,с.,Милчина лъка,VID,VID15,VID15-00,3,8,3,1928,NW,3076,11453
48278,,,с.,Миндя,VTR,VTR04,VTR04-20,3,7,3,1928,N,3077,30849
48283,55261,,с.,Миневци,VTR,VTR13,VTR13-00,3,8,5,1928,N,3078,0
48297,06803,,с.,Минерални бани,HKV,HKV19,HKV19-00,3,4,5,1928,S,3079,0
48307,,,с.,Минзухар,KRZ,KRZ35,KRZ35-14,3,6,5,1928,S,3080,8581
48324,,,с.,Мирково,SFO,SFO56,SFO56-00,3,5,6,1928,SW,3081,63385
48338,,,с.,Мировец,TGV,TGV35,TGV35-00,3,8,5,1928,NE,3082,11388
48341,,,с.,Мирово,VTR,VTR31,VTR31-12,3,7,4,1928,N,3083,13969
48355,,,с.,Вратца,KNL,KNL29,KNL29-27,3,7,7,1928,SW,856,18103
48369,,,с.,Мирово,SFO,SFO20,SFO20-11,3,7,7,1928,SW,3084,13688
48372,,,с.,Мирово,SZR,SZR04,SZR04-11,3,6,3,1928,SE,3085,20112
48386,,,с.,Мировци,SHU,SHU22,SHU22-07,3,6,5,1928,NE,3086,32356
48393,,,с.,Мировяне,SOF,SOF46,SOF46-43,3,5,6,1928,SW,3087,10304
48409,,,с.,Миролюбово,BGS,BGS04,BGS04-00,3,8,3,1928,SE,3088,7080
48430,72607,,с.,Мирчовци,VTR,VTR13,VTR13-00,3,8,5,1928,N,3089,0
48444,,,с.,Мирянци,PAZ,PAZ19,PAZ19-16,3,6,3,1928,S,3090,5418
48458,,,с.,Митино,BLG,BLG33,BLG33-28,3,7,3,1928,SW,3091,6055
48461,,00669 11260 12187 ,с.,Митовска,SML,SML16,SML16-13,3,7,7,1928,S,3092,13417
48475,,,с.,Митровци,MON,MON36,MON36-00,3,7,5,1928,NW,3093,18873
48489,,,гр.,Монтана,MON,MON29,MON29-00,1,2,3,1928,NW,3144,69235
48492,,,с.,Михайлово,VRC,VRC35,VRC35-04,3,6,2,1928,NW,3094,34264
48502,,,с.,Михайлово,SZR,SZR31,SZR31-27,3,7,3,1928,SE,3095,23680
48516,12168,,с.,Михайловци,GAB,GAB05,GAB05-00,3,8,5,1928,N,3096,0
48524,,,с.,Михалич,VAR,VAR09,VAR09-15,3,6,4,1928,NE,3097,17743
48533,,,с.,Михалич,HKV,HKV28,HKV28-05,3,8,5,1928,S,3098,21975
48547,,,с.,Михалково,SML,SML09,SML09-08,3,5,6,1928,S,3099,32700
48550,,,с.,Михалци,VTR,VTR22,VTR22-11,3,6,2,1928,N,3100,36558
48564,,,с.,Михилци,PDV,PDV37,PDV37-05,3,7,5,1928,S,3101,26238
48578,,,с.,Михнево,BLG,BLG33,BLG33-29,3,5,3,1928,SW,3102,18839
48581,76220,,с.,Миховци,GAB,GAB35,GAB35-00,3,8,5,1928,N,3103,0
48605,,20852 47706 57532 68919 75099 ,с.,Мичковци,GAB,GAB05,GAB05-00,3,8,5,1928,N,3104,17130
48619,,,гр.,Царево,BGS,BGS13,BGS13-00,1,3,1,1928,SE,4945,35179
48622,,,с.,Мишевско,KRZ,KRZ08,KRZ08-09,3,6,6,1928,S,3105,11898
48636,61861,,с.,Мишеморков хан,VTR,VTR04,VTR04-00,3,8,5,1928,N,3106,0
48653,,,с.,Млада гвардия,VAR,VAR08,VAR08-04,3,7,3,1928,NE,3107,25334
48667,,,с.,Младежко,BGS,BGS12,BGS12-07,3,8,3,1928,SE,3108,28796
48670,,,с.,Младен,GAB,GAB29,GAB29-21,3,7,5,1928,N,3109,16212
48698,,,с.,Младиново,HKV,HKV28,HKV28-06,3,7,5,1928,S,3110,31270
48708,,,с.,Младово,SLV,SLV20,SLV20-28,3,6,3,1928,SE,3111,23887
48711,,,с.,Мламолово,KNL,KNL04,KNL04-13,3,5,6,1928,SW,3112,16670
48725,,,с.,Млекарево,SLV,SLV16,SLV16-16,3,6,3,1928,SE,3113,36950
48742,,21227,с.,Млечево,GAB,GAB29,GAB29-00,3,8,6,1928,N,3114,31632
48756,,,с.,Млечино,KRZ,KRZ02,KRZ02-16,3,7,6,1928,S,3115,5423
48765,,,с.,Могила,SZR,SZR31,SZR31-28,3,6,3,1928,SE,3116,11067
48773,,,с.,Могила,SHU,SHU19,SHU19-08,3,7,3,1928,NE,3117,31464
48787,,,с.,Могила,JAM,JAM25,JAM25-27,3,6,3,1928,SE,3118,18762
48790,,,с.,Могилец,TGV,TGV22,TGV22-52,3,7,4,1928,NE,3119,6333
48800,58284,,с.,Могилите,GAB,GAB35,GAB35-00,3,8,6,1928,N,3121,0
48814,,32891 75215 80666 80678 ,с.,Могилица,SML,SML31,SML31-18,3,6,7,1928,S,3122,16629
48828,,,с.,Могилище,DOB,DOB17,DOB17-00,3,8,3,1928,NE,3123,14175
48831,,,с.,Могилово,SZR,SZR36,SZR36-00,3,8,4,1928,SE,3124,27010
48845,,,с.,Могиляне,KRZ,KRZ14,KRZ14-53,3,7,5,1928,S,3125,6494
48859,,,с.,Мокреш,MON,MON11,MON11-08,3,5,3,1928,NW,3128,66652
48862,,,с.,Мокреш,SHU,SHU23,SHU23-06,3,7,3,1928,NE,3129,3897
48876,,,с.,Мокрище,PAZ,PAZ19,PAZ19-17,3,5,4,1928,S,3130,7562
48903,,,с.,Момина клисура,PAZ,PAZ04,PAZ04-05,3,5,5,1928,S,3133,29463
48917,,,с.,Момина сълза,KRZ,KRZ21,KRZ21-07,3,8,5,1928,S,3134,6195
48920,,,с.,Момино,TGV,TGV35,TGV35-21,3,7,5,1928,NE,3136,14000
48934,39863,,с.,Момино,HKV,HKV34,HKV34-19,3,8,4,1928,S,3137,0
48948,,,с.,Момино село,PDV,PDV25,PDV25-03,3,6,3,1928,S,3138,19328
48951,,,с.,Момин сбор,VTR,VTR04,VTR04-00,3,7,4,1928,N,3132,15256
48965,,,с.,Моминско,PDV,PDV28,PDV28-13,3,7,3,1928,S,3139,4164
48979,,,с.,Момково,HKV,HKV28,HKV28-07,3,6,3,1928,S,3140,30052
48982,,,с.,Царичино,DOB,DOB03,DOB03-10,3,6,4,1928,NE,4951,20196
48996,,,гр.,Момчилград,KRZ,KRZ21,KRZ21-00,1,3,4,1928,S,3141,16198
49000,,,с.,Момчилово,VAR,VAR08,VAR08-05,3,7,4,1928,NE,3142,10715
49014,,,с.,Момчиловци,SML,SML31,SML31-19,3,5,8,1928,S,3143,40464
49028,,,с.,Морава,VTR,VTR28,VTR28-09,3,5,2,1928,N,3145,32634
49031,,,с.,Моравица,VRC,VRC27,VRC27-18,3,6,4,1928,NW,3146,14051
49045,,,с.,Моравица,TGV,TGV02,TGV02-29,3,7,5,1928,NE,3147,11574
49059,,,с.,Моравка,TGV,TGV02,TGV02-17,3,7,5,1928,NE,3148,11974
49062,14218,,с.,Моровеците,GAB,GAB05,GAB05-00,3,8,5,1928,N,3149,0
49076,,,с.,Горно Черковище,SZR,SZR12,SZR12-10,3,5,5,1928,SE,1195,79430
49093,,,с.,Мортагоново,RAZ,RAZ26,RAZ26-08,3,5,4,1928,N,3150,25630
49103,,,с.,Морянци,KRZ,KRZ15,KRZ15-29,3,8,4,1928,S,3151,10288
49117,,,с.,Московец,PDV,PDV13,PDV13-30,3,7,5,1928,S,3152,6698
49120,,,с.,Мост,KRZ,KRZ16,KRZ16-20,3,5,5,1928,S,3153,13136
49148,,,с.,Мостич,SHU,SHU23,SHU23-07,3,7,3,1928,NE,3154,4776
49151,,,с.,Мостово,PDV,PDV01,PDV01-00,3,8,8,1928,S,3155,15800
49165,,,с.,Мочуре,SML,SML27,SML27-00,3,8,8,1928,S,3156,7277
49179,,,с.,Мощанец,BLG,BLG03,BLG03-00,3,8,5,1928,SW,3157,4872
49182,,,с.,Мракетинци,PER,PER51,PER51-00,3,8,7,1928,SW,3158,3489
49196,,,с.,Мрамор,PER,PER51,PER51-00,3,8,7,1928,SW,3159,8462
49206,,,с.,Мрамор,SOF,SOF46,SOF46-44,3,5,6,1928,SW,3160,14362
49219,,,с.,Мрамор,HKV,HKV32,HKV32-06,3,6,4,1928,S,3161,27226
49223,,,с.,Мраморен,VRC,VRC10,VRC10-14,3,6,4,1928,NW,3162,24649
49237,57675,,с.,Мрахори,GAB,GAB05,GAB05-23,3,8,5,1928,N,3163,0
49240,,,с.,Мраченик,PDV,PDV13,PDV13-00,3,8,6,1928,S,3164,23880
49254,,,с.,Мрежичко,BGS,BGS18,BGS18-16,3,6,5,1928,SE,3165,7212
49268,,,с.,Мрежичко,KRZ,KRZ08,KRZ08-28,3,8,5,1928,S,3166,5311
49271,68823,,с.,Мръзеци,GAB,GAB35,GAB35-00,3,8,6,1928,N,3167,0
49285,,80193,с.,Мугла,SML,SML31,SML31-20,3,7,8,1928,S,3168,74295
49299,18215,,с.,Музга,GAB,GAB05,GAB05-21,3,7,5,1928,N,3169,0
49309,,,с.,Мулдава,PDV,PDV01,PDV01-13,3,5,4,1928,S,3170,19881
49312,,,с.,Рупите,BLG,BLG33,BLG33-30,3,5,2,1928,SW,4091,9257
49326,,,с.,Мурга,KRZ,KRZ35,KRZ35-17,3,8,7,1928,S,3171,16194
49334,,,с.,Мургаш,SFO,SFO09,SFO09-00,3,8,6,1928,SW,3172,12476
49343,,,с.,Мургово,KRZ,KRZ16,KRZ16-21,3,7,4,1928,S,3173,7264
49357,,,с.,Мурено,PER,PER19,PER19-00,3,8,7,1928,SW,3174,14611
49360,,,с.,Мурсалево,KNL,KNL27,KNL27-06,3,6,5,1928,SW,3175,12447
49374,,,с.,Муртинци,PER,PER08,PER08-00,3,8,7,1928,SW,3176,5951
49388,,,с.,Мусачево,SFO,SFO17,SFO17-10,3,5,6,1928,SW,3177,13777
49391,,,с.,Мусачево,SZR,SZR07,SZR07-06,3,7,2,1928,SE,3178,15306
49401,,,с.,Мусево,KRZ,KRZ02,KRZ02-00,3,8,7,1928,S,3179,4309
49415,,,с.,Муселиево,PVN,PVN21,PVN21-10,3,6,1,1928,NW,3180,30561
49429,,,с.,Мусина,VTR,VTR22,VTR22-12,3,7,3,1928,N,3181,23349
49432,,,с.,Мосомище,BLG,BLG11,BLG11-09,3,5,6,1928,SW,3182,32861
49446,,,с.,Мустрак,HKV,HKV28,HKV28-08,3,7,5,1928,S,3183,14594
49450,,44611 51411 ,с.,Мухово,SFO,SFO20,SFO20-00,3,8,6,1928,SW,3184,83723
49463,23947,,с.,Муця,GAB,GAB12,GAB12-00,3,8,5,1928,N,3185,0
49477,,,с.,Мъглен,BGS,BGS01,BGS01-07,3,5,4,1928,SE,3186,23147
49480,,,с.,Мъглене,KRZ,KRZ14,KRZ14-27,3,8,6,1928,S,3187,5079
49494,,,гр.,Мъглиж,SZR,SZR22,SZR22-00,1,4,5,1928,SE,3188,73923
49504,,,с.,Мъглища,SML,SML16,SML16-26,3,7,7,1928,S,3189,4759
49518,,,с.,Мъдрево,RAZ,RAZ16,RAZ16-08,3,5,3,1928,N,3190,23136
49521,,,с.,Мъдрец,KRZ,KRZ16,KRZ16-76,3,7,4,1928,S,3191,5452
49535,,,с.,Мъдрец,SZR,SZR07,SZR07-07,3,6,3,1928,SE,3192,36556
49549,,,с.,Мъдрино,BGS,BGS09,BGS09-00,3,8,3,1928,SE,3193,12314
49566,,,с.,Мърводол,KNL,KNL31,KNL31-00,3,8,6,1928,SW,3194,11883
49583,72607,,с.,Мъртвината,VTR,VTR13,VTR13-00,3,8,6,1928,N,3196,0
49597,,,с.,Мърчаево,SOF,SOF46,SOF46-33,3,5,7,1928,SW,3197,12177
49607,,,с.,Мърчево,MON,MON04,MON04-09,3,6,3,1928,NW,3198,29646
49624,,,с.,Мътеница,PDV,PDV37,PDV37-00,3,8,3,1928,S,3199,33035
49641,06608,,с.,Малки Искър,SFO,SFO18,SFO18-05,3,7,5,1928,SW,2918,0
49655,14218,,с.,Малуша,GAB,GAB05,GAB05-00,3,8,5,1928,N,2950,0
49686,,,с.,Микрево,BLG,BLG49,BLG49-12,3,5,3,1928,SW,3059,18218
49998,,,с.,Малък дол,SZR,SZR04,SZR04-00,3,8,4,1928,SE,2955,5840
50245,24894,,гр.,Момин проход,SFO,SFO25,SFO25-05,1,5,5,1928,SW,3131,0
50512,34103,,с.,Малко Йонково,RAZ,RAZ14,RAZ14-23,3,7,4,1928,N,2927,0
51010,,,с.,Навъсен,HKV,HKV29,HKV29-04,3,7,3,1928,S,3200,14667
51024,,,с.,Надарево,TGV,TGV35,TGV35-22,3,6,3,1928,NE,3201,12844
51038,39637,,с.,Надарци,SML,SML31,SML31-00,3,8,8,1928,S,3202,0
51041,,,с.,Надежден,HKV,HKV33,HKV33-12,3,7,4,1928,S,3203,13205
51055,,,с.,Преображенци,BGS,BGS18,BGS18-17,3,6,3,1928,SE,3774,15320
51069,,,с.,Найден Герово,PDV,PDV33,PDV33-05,3,7,4,1928,S,3204,19643
51072,,,с.,Найденово,SZR,SZR04,SZR04-12,3,7,5,1928,SE,3205,17494
51086,,,с.,Нане,KRZ,KRZ14,KRZ14-26,3,8,5,1928,S,3206,5041
51097,,,с.,Нановица,KRZ,KRZ21,KRZ21-14,3,5,5,1928,S,3207,5235
51127,,,с.,Нареченски бани,PDV,PDV01,PDV01-14,3,5,6,1928,S,3208,16021
51130,,,с.,Насалевци,PER,PER51,PER51-00,3,8,7,1928,SW,3209,7116
51158,,,с.,Наум,SHU,SHU18,SHU18-08,3,6,5,1928,NE,3210,12586
51161,,,с.,Научене,SLV,SLV16,SLV16-17,3,7,5,1928,SE,3211,16946
51175,15401,,с.,Нацовци,VTR,VTR04,VTR04-00,3,8,4,1928,N,3212,0
51189,,,с.,Начево,SFO,SFO16,SFO16-00,3,8,6,1928,SW,3213,2459
51192,,,с.,Небеска,KRZ,KRZ35,KRZ35-00,3,8,6,1928,S,3214,5099
51202,,,с.,Невестино,BGS,BGS09,BGS09-19,3,7,4,1928,SE,3216,24908
51216,,,с.,Невестино,KNL,KNL31,KNL31-00,3,5,5,1928,SW,3217,6721
51233,,,с.,Невша,VAR,VAR08,VAR08-06,3,7,3,1928,NE,3218,47975
51250,,,с.,Негован,SOF,SOF46,SOF46-45,3,5,6,1928,SW,3219,9330
51264,,,с.,Неговановци,VID,VID30,VID30-02,3,6,2,1928,NW,3220,14743
51278,,,с.,Негованци,PER,PER36,PER36-00,3,8,6,1928,SW,3221,8553
51281,,,с.,Негушево,SFO,SFO10,SFO10-09,3,7,6,1928,SW,3222,14714
51295,,,с.,Недан,VTR,VTR22,VTR22-13,3,5,3,1928,N,3223,34819
51305,,,с.,Неделево,PDV,PDV33,PDV33-10,3,7,4,1928,S,3224,13442
51319,,41277,гр.,Неделино,SML,SML18,SML18-00,1,4,5,1928,S,3225,43330
51322,,,с.,Неделище,SFO,SFO16,SFO16-00,3,8,6,1928,SW,3226,6897
51336,,,с.,Неделкова Гращица,KNL,KNL31,KNL31-00,3,8,5,1928,SW,3227,8368
51343,,,с.,Неделково,PER,PER51,PER51-00,3,8,7,1928,SW,3228,11166
51353,,,с.,Недоклан,RAZ,RAZ26,RAZ26-09,3,7,4,1928,N,3229,9187
51367,04460,,с.,Недялковци,VTR,VTR13,VTR13-00,3,8,6,1928,N,3230,0
51370,04025,,с.,Недялковци,GAB,GAB35,GAB35-00,3,8,6,1928,N,3231,0
51384,,,с.,Недялско,JAM,JAM22,JAM22-22,3,7,4,1928,SE,3232,44422
51398,,,с.,Нейково,SLV,SLV11,SLV11-11,3,7,6,1928,SE,3233,76205
51408,,,с.,Нейково,DOB,DOB17,DOB17-00,3,8,1,1928,NE,3234,19035
51411,49450,,с.,Нейкьовец,SFO,SFO20,SFO20-00,3,8,6,1928,SW,3235,0
51439,12677,,с.,Нейчовци,GAB,GAB12,GAB12-02,3,8,5,1928,N,3236,0
51442,,11226,с.,Ненково,KRZ,KRZ16,KRZ16-22,3,7,6,1928,S,3237,27191
51456,,,с.,Неново,VAR,VAR24,VAR24-00,3,8,4,1928,NE,3238,12303
51469,68823,,с.,Неновци,GAB,GAB35,GAB35-00,3,8,6,1928,N,3239,0
51473,,,с.,Неофит Бозвелиево,KRZ,KRZ21,KRZ21-15,3,7,5,1928,S,3240,8705
51487,,,с.,Неофит Рилски,VAR,VAR08,VAR08-07,3,6,3,1928,NE,3241,33935
51490,,,с.,Непразненци,PER,PER08,PER08-00,3,8,7,1928,SW,3242,7274
51500,,,гр.,Несебър,BGS,BGS15,BGS15-00,1,2,1,1928,SE,3243,31852
51514,,,с.,Несла,SFO,SFO16,SFO16-00,3,8,6,1928,SW,3244,6992
51528,,,с.,Нефела,VRC,VRC10,VRC10-15,3,6,4,1928,NW,3245,5364
51531,06896,,с.,Нешевци,VTR,VTR13,VTR13-00,3,8,6,1928,N,3246,0
51559,,,с.,Нивянин,VRC,VRC05,VRC05-03,3,7,3,1928,NW,3247,31010
51562,76220,,с.,Никачковци,GAB,GAB35,GAB35-00,3,8,5,1928,N,3248,0
51584,,,с.,Николаевка,VAR,VAR26,VAR26-05,3,6,5,1928,NE,3250,34586
51593,,,с.,Николаево,VTR,VTR31,VTR31-00,3,8,4,1928,N,3251,15340
51603,02563,,с.,Николаево,GAB,GAB35,GAB35-00,3,8,6,1928,N,3252,0
51617,,,с.,Николаево,PER,PER36,PER36-00,3,8,6,1928,SW,3253,6652
51620,,,с.,Николаево,PVN,PVN24,PVN24-15,3,6,2,1928,NW,3254,54973
51634,,,с.,Николаево,SLV,SLV20,SLV20-29,3,7,4,1928,SE,3255,15170
51648,,,гр.,Николаево,SZR,SZR38,SZR38-00,1,4,4,1928,SE,3256,14867
51651,,,с.,Никола Козлево,SHU,SHU21,SHU21-00,3,5,4,1928,NE,3249,36005
51665,,,с.,Николово,MON,MON29,MON29-16,3,7,3,1928,NW,3258,14580
51679,,,с.,Николово,RSE,RSE27,RSE27-04,3,5,2,1928,N,3259,58398
51682,,,с.,Николово,HKV,HKV34,HKV34-25,3,7,5,1928,S,3260,26141
51696,04460,,с.,Николовци,VTR,VTR13,VTR13-00,3,8,6,1928,N,3261,0
51706,06896,,с.,Николчовци,VTR,VTR13,VTR13-00,3,8,6,1928,N,3262,0
51715,14533,,с.,Николчовци,GAB,GAB05,GAB05-05,3,8,5,1928,N,3263,0
51723,,,гр.,Никопол,PVN,PVN21,PVN21-00,1,4,2,1928,NW,3264,35185
51737,,,с.,Никудин,BLG,BLG49,BLG49-00,3,8,6,1928,SW,3265,16429
51740,,,с.,Никюп,VTR,VTR04,VTR04-22,3,6,3,1928,N,3266,19433
51768,,,с.,Нисово,RSE,RSE13,RSE13-00,3,7,3,1928,N,3267,28258
51771,06896,,с.,Ничовци,VTR,VTR13,VTR13-00,3,8,5,1928,N,3268,0
51785,,,с.,Нова бяла река,SHU,SHU10,SHU10-11,3,7,4,1928,NE,3269,28128
51799,,,с.,Нова Върбовка,VTR,VTR31,VTR31-14,3,7,5,1928,N,3270,25358
51809,,,гр.,Нова Загора,SLV,SLV16,SLV16-00,1,2,3,1928,SE,3271,24449
51812,,,с.,Нова Камена,DOB,DOB27,DOB27-17,3,7,4,1928,NE,3272,34390
51826,,,с.,Новаково,VAR,VAR02,VAR02-00,3,8,5,1928,NE,3281,16970
51830,,,с.,Новаково,PDV,PDV01,PDV01-15,3,6,5,1928,S,3282,50078
51843,23159,,с.,Новаковци,GAB,GAB05,GAB05-22,3,7,5,1928,N,3283,0
51857,,,с.,Нова ливада,HKV,HKV11,HKV11-07,3,8,5,1928,S,3273,1294
51860,,,с.,Нова Ловча,BLG,BLG52,BLG52-00,3,8,7,1928,SW,3274,12938
51874,,,с.,Нова махала,PAZ,PAZ03,PAZ03-01,3,5,8,1928,S,3275,47168
51888,,,с.,Нова махала,SZR,SZR38,SZR38-03,3,6,4,1928,SE,3276,18938
51891,,,с.,Нова Надежда,HKV,HKV34,HKV34-26,3,6,3,1928,S,3277,16527
51901,,,с.,Нова Попина,SLS,SLS32,SLS32-00,3,8,2,1928,N,3278,12440
51929,,,с.,Новачево,SLV,SLV20,SLV20-30,3,6,6,1928,SE,3284,25622
51932,,,с.,Новачене,PVN,PVN21,PVN21-11,3,5,1,1928,NW,3285,63314
51946,,,с.,Новачене,SFO,SFO07,SFO07-08,3,5,5,1928,SW,3286,33837
51956,,,с.,Нова Черна,SLS,SLS34,SLS34-05,3,5,1,1928,N,3279,49471
51963,,,с.,Нова Шипка,VAR,VAR13,VAR13-09,3,7,1,1928,NE,3280,12293
51977,,,с.,Новград,RSE,RSE37,RSE37-07,3,6,2,1928,N,3287,27955
51980,,,гр.,Стамболийски,PDV,PDV41,PDV41-00,1,3,3,1928,S,4472,14235
51994,35047,,с.,Нови пазар,KRZ,KRZ35,KRZ35-32,3,5,6,1928,S,3290,0
52009,,,гр.,Нови пазар,SHU,SHU22,SHU22-00,1,3,2,1928,NE,3291,35622
52012,,,с.,Нови хан,SFO,SFO17,SFO17-11,3,4,6,1928,SW,3292,47558
52026,,,с.,Нови чифлик,KNL,KNL29,KNL29-28,3,7,5,1928,SW,3293,3050
52038,,,с.,Ново Ботево,DOB,DOB15,DOB15-09,3,8,4,1928,NE,3294,3462
52043,,,с.,Ново бърдо,SFO,SFO16,SFO16-00,3,8,7,1928,SW,3295,7772
52057,68494,,с.,Новогорци,VTR,VTR14,VTR14-10,3,8,6,1928,N,3313,0
52060,,,с.,Ново градище,VTR,VTR31,VTR31-00,3,8,5,1928,N,3296,21455
52074,,,с.,Ново Делчево,BLG,BLG40,BLG40-29,3,5,3,1928,SW,3297,2670
52088,,,с.,Ново Железаре,PDV,PDV37,PDV37-12,3,7,4,1928,S,3298,18798
52091,,,с.,Ново Кономлади,BLG,BLG33,BLG33-31,3,7,3,1928,SW,3299,4965
52101,,,с.,Ново Лески,BLG,BLG52,BLG52-09,3,6,7,1928,SW,3300,13546
52115,,,с.,Ново Оряхово,VAR,VAR13,VAR13-10,3,7,1,1928,NE,3301,14149
52129,,,с.,Ново Паничарево,BGS,BGS27,BGS27-01,3,6,2,1928,SE,3302,92974
52132,,,с.,Новосел,SHU,SHU30,SHU30-14,3,6,4,1928,NE,3314,28468
52146,,,с.,Новоселец,SLV,SLV16,SLV16-18,3,7,3,1928,SE,3315,34617
52153,,,с.,Новоселище,KRZ,KRZ35,KRZ35-36,3,8,6,1928,S,3316,2537
52177,,,с.,Ново село,VTR,VTR04,VTR04-23,3,6,5,1928,N,3304,41868
52180,,,с.,Ново село,VID,VID30,VID30-00,3,5,1,1928,NW,3305,48622
52194,,,с.,Ново село,KNL,KNL29,KNL29-00,3,8,8,1928,SW,3306,33724
52218,,,гр.,Априлци,LOV,LOV02,LOV02-00,1,4,6,1928,NW,54,203099
52221,,,с.,Ново село,PDV,PDV41,PDV41-03,3,5,3,1928,S,3307,12873
52235,,,с.,Ново село,RSE,RSE27,RSE27-05,3,5,3,1928,N,3308,48523
52249,,,с.,Ново село,SFO,SFO39,SFO39-00,3,8,7,1928,SW,3309,18170
52252,,,с.,Ново село,SZR,SZR31,SZR31-00,3,8,5,1928,SE,3310,10582
52279,,,с.,Константиново,BGS,BGS08,BGS08-06,3,7,1,1928,SE,2444,21816
52283,10971,,с.,Новоселци,VID,VID09,VID09-31,3,6,1,1928,NW,3317,0
52297,,,с.,Новоселяне,KNL,KNL04,KNL04-00,3,8,6,1928,SW,3318,6873
52307,,,с.,Ново Ходжово,BLG,BLG40,BLG40-00,3,8,3,1928,SW,3311,7125
52310,,,с.,Ново Янково,SHU,SHU25,SHU25-06,3,7,2,1928,NE,3312,7014
52324,,,с.,Ноевци,PER,PER08,PER08-15,3,6,7,1928,SW,3319,16470
52338,,,с.,Ножарево,SLS,SLS07,SLS07-15,3,6,3,1928,N,3320,11210
52341,,,с.,Ножарово,RAZ,RAZ29,RAZ29-10,3,6,4,1928,N,3321,6579
52355,56719,,с.,Ножерите,GAB,GAB35,GAB35-04,3,8,6,1928,N,3322,0
52369,27526,,с.,Носеите,GAB,GAB35,GAB35-04,3,8,6,1928,N,3323,0
52372,,24219,с.,Ночево,KRZ,KRZ35,KRZ35-00,3,8,6,1928,S,3324,12911
52386,06896,,с.,Нюшковци,VTR,VTR13,VTR13-00,3,8,5,1928,N,3325,0
52400,,,с.,Николичевци,KNL,KNL29,KNL29-30,3,6,6,1928,SW,3257,5719
53014,,,с.,Обединение,VTR,VTR26,VTR26-09,3,6,2,1928,N,3326,57650
53031,,,с.,Обел,BLG,BLG03,BLG03-00,3,8,7,1928,SW,3327,16747
53045,,,гр.,Обзор,BGS,BGS15,BGS15-05,1,4,1,1928,SE,3328,36779
53059,,47857,с.,Обидим,BLG,BLG01,BLG01-00,3,8,8,1928,SW,3329,64962
53062,,,с.,Обител,TGV,TGV22,TGV22-26,3,6,5,1928,NE,3330,12181
53076,,,с.,Обичник,KRZ,KRZ21,KRZ21-00,3,8,6,1928,S,3331,3773
53089,,,с.,Обнова,PVN,PVN16,PVN16-10,3,5,2,1928,NW,3332,68689
